성별,연령,키,몸무게학업성적,경제상태,건강인지,운동일수,스트레스인지,피로회복정도,음주경험,흡연경험,주중_인터넷이용시간,주말_인터넷이용시간
2.0,17.0,158.1,52.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,240.0,300.0
2.0,17.0,159.1,52.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,180.0,180.0
2.0,17.0,165.1,62.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,0.0,40.0
2.0,17.0,160.6,61.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,60.0,240.0
2.0,17.0,160.1,57.3,3.0,3.0,3.0,2.0,4.0,2.0,1.0,130.0,130.0
2.0,18.0,158.0,50.3,3.0,3.0,3.0,6.0,4.0,2.0,1.0,90.0,420.0
2.0,17.0,163.0,67.0,5.0,4.0,3.0,2.0,5.0,1.0,1.0,0.0,180.0
2.0,17.0,162.0,45.0,4.0,3.0,2.0,1.0,4.0,2.0,1.0,180.0,590.0
2.0,18.0,151.0,45.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,60.0,120.0
2.0,18.0,153.0,44.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,60.0,120.0
2.0,18.0,157.0,50.6,1.0,3.0,1.0,2.0,5.0,2.0,1.0,60.0,120.0
2.0,18.0,157.0,54.0,4.0,3.0,3.0,1.0,5.0,1.0,1.0,120.0,0.0
2.0,17.0,158.0,52.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0
2.0,17.0,160.4,61.8,3.0,3.0,1.0,1.0,4.0,2.0,1.0,60.0,0.0
2.0,17.0,161.0,52.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,120.0,0.0
2.0,17.0,160.9,57.0,3.0,3.0,2.0,8.0,5.0,2.0,1.0,0.0,120.0
2.0,18.0,166.5,68.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,120.0
2.0,17.0,158.0,48.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,120.0,240.0
2.0,18.0,151.0,46.6,4.0,4.0,2.0,3.0,1.0,2.0,1.0,240.0,360.0
1.0,15.0,180.2,95.8,4.0,3.0,2.0,1.0,3.0,2.0,2.0,120.0,300.0
1.0,16.0,168.6,89.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,60.0,0.0
1.0,15.0,172.9,55.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,180.0,180.0
1.0,16.0,171.6,54.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0,150.0,600.0
1.0,16.0,181.0,83.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,0.0,480.0
1.0,15.0,176.0,53.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,60.0,120.0
1.0,15.0,169.9,60.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,300.0,600.0
1.0,16.0,176.4,103.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,60.0,120.0
1.0,15.0,168.8,55.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0
1.0,16.0,175.7,54.6,4.0,4.0,3.0,1.0,4.0,1.0,1.0,0.0,120.0
1.0,16.0,175.0,68.0,3.0,1.0,1.0,7.0,1.0,2.0,2.0,180.0,300.0
1.0,15.0,174.2,64.0,5.0,3.0,2.0,6.0,4.0,2.0,2.0,0.0,330.0
1.0,15.0,172.7,57.6,3.0,5.0,1.0,7.0,5.0,2.0,1.0,0.0,20.0
1.0,16.0,174.0,64.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,60.0,300.0
1.0,16.0,176.0,66.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,240.0,360.0
1.0,16.0,179.8,95.0,3.0,3.0,1.0,5.0,3.0,2.0,1.0,120.0,180.0
1.0,15.0,167.5,57.5,3.0,3.0,3.0,2.0,5.0,1.0,1.0,60.0,240.0
1.0,15.0,173.0,73.0,4.0,3.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0
1.0,16.0,176.0,57.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,120.0,60.0
1.0,15.0,173.7,51.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,60.0,0.0
1.0,17.0,175.0,76.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0
1.0,17.0,184.0,56.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,0.0,0.0
1.0,16.0,159.0,54.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0
1.0,15.0,176.0,69.0,4.0,3.0,1.0,1.0,5.0,2.0,2.0,180.0,180.0
1.0,17.0,172.0,76.0,3.0,3.0,2.0,6.0,2.0,2.0,1.0,120.0,240.0
1.0,17.0,176.0,65.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0
1.0,17.0,173.0,53.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,30.0,360.0
1.0,17.0,174.5,68.5,3.0,3.0,3.0,1.0,5.0,2.0,1.0,600.0,600.0
1.0,17.0,185.0,74.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0
1.0,16.0,183.0,105.0,3.0,3.0,2.0,6.0,1.0,2.0,1.0,490.0,600.0
1.0,16.0,180.0,92.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0
1.0,17.0,174.0,70.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,70.0,250.0
1.0,16.0,175.0,59.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0
1.0,17.0,178.0,70.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0
1.0,16.0,170.0,72.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0
1.0,17.0,181.0,84.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0
1.0,17.0,178.0,78.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,120.0,0.0
1.0,18.0,175.0,55.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,0.0,120.0
1.0,18.0,182.0,65.0,4.0,3.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0
1.0,18.0,176.0,61.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,60.0,180.0
1.0,18.0,185.4,103.5,2.0,3.0,3.0,3.0,3.0,2.0,2.0,600.0,600.0
1.0,17.0,168.6,83.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,240.0,330.0
1.0,18.0,183.0,85.0,2.0,2.0,2.0,8.0,4.0,2.0,2.0,120.0,120.0
1.0,17.0,180.0,71.5,4.0,3.0,2.0,4.0,3.0,2.0,1.0,120.0,600.0
1.0,18.0,176.0,87.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,120.0,360.0
1.0,18.0,162.3,87.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0
1.0,18.0,172.0,90.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,360.0,600.0
1.0,17.0,164.5,56.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,420.0,240.0
1.0,17.0,174.0,89.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,60.0,60.0
1.0,17.0,162.0,69.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,180.0
1.0,18.0,180.0,90.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,120.0,180.0
1.0,18.0,168.0,72.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,120.0,80.0
1.0,18.0,183.0,90.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,120.0
1.0,15.0,168.0,68.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,240.0,360.0
1.0,16.0,175.0,60.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,60.0,180.0
1.0,16.0,165.0,65.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,60.0,120.0
1.0,15.0,173.0,65.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0
1.0,16.0,185.5,74.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,60.0,120.0
1.0,16.0,175.0,75.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,120.0,360.0
1.0,16.0,170.0,70.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,90.0,600.0
1.0,15.0,174.0,68.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,140.0,210.0
1.0,16.0,170.0,69.0,4.0,3.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0
1.0,16.0,171.0,60.0,4.0,4.0,1.0,1.0,5.0,2.0,1.0,120.0,240.0
1.0,15.0,160.0,48.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,40.0,600.0
1.0,16.0,170.0,75.0,2.0,1.0,2.0,5.0,3.0,2.0,1.0,0.0,180.0
1.0,16.0,172.9,62.6,1.0,3.0,3.0,3.0,4.0,2.0,1.0,30.0,30.0
1.0,16.0,171.5,63.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,0.0,0.0
1.0,15.0,173.0,57.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,30.0,120.0
1.0,16.0,179.0,75.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,40.0,40.0
1.0,16.0,178.0,67.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,0.0
1.0,16.0,177.0,72.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,120.0,180.0
1.0,15.0,172.0,50.0,5.0,3.0,2.0,8.0,4.0,1.0,2.0,0.0,0.0
1.0,16.0,173.2,57.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,60.0,180.0
1.0,16.0,169.0,88.0,3.0,5.0,1.0,8.0,2.0,2.0,1.0,120.0,300.0
1.0,16.0,178.0,65.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,60.0,0.0
1.0,17.0,180.0,79.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0
1.0,17.0,171.0,55.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,60.0,240.0
1.0,17.0,172.0,73.2,4.0,3.0,3.0,1.0,3.0,2.0,1.0,60.0,240.0
1.0,17.0,171.0,48.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0
1.0,16.0,176.0,65.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,30.0,180.0
1.0,16.0,175.0,72.0,1.0,1.0,1.0,8.0,4.0,2.0,1.0,180.0,420.0
1.0,16.0,182.1,74.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,0.0,120.0
1.0,16.0,172.0,53.0,5.0,3.0,3.0,5.0,4.0,1.0,1.0,120.0,240.0
1.0,17.0,185.0,110.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,120.0
1.0,17.0,182.0,73.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,40.0,60.0
1.0,17.0,180.6,80.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,90.0,300.0
1.0,16.0,175.0,60.0,5.0,4.0,2.0,4.0,5.0,1.0,1.0,180.0,0.0
1.0,17.0,172.0,55.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0
1.0,17.0,168.0,53.0,5.0,3.0,5.0,3.0,4.0,2.0,1.0,0.0,60.0
1.0,17.0,170.0,63.0,1.0,3.0,1.0,6.0,2.0,1.0,1.0,0.0,0.0
1.0,16.0,184.5,74.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,240.0,300.0
1.0,17.0,176.0,62.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0
1.0,17.0,171.1,49.5,4.0,3.0,3.0,3.0,3.0,1.0,1.0,180.0,300.0
1.0,17.0,165.0,52.0,5.0,3.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0
1.0,17.0,178.0,82.0,5.0,3.0,3.0,8.0,3.0,2.0,1.0,70.0,130.0
1.0,18.0,175.0,68.0,1.0,2.0,1.0,7.0,3.0,2.0,2.0,120.0,180.0
1.0,18.0,170.0,87.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,60.0,180.0
1.0,17.0,175.0,57.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,60.0,120.0
1.0,17.0,175.0,56.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,120.0,180.0
1.0,18.0,168.0,73.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0
1.0,17.0,168.0,55.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0
1.0,17.0,180.0,65.0,3.0,3.0,1.0,5.0,3.0,2.0,1.0,60.0,180.0
1.0,18.0,170.0,90.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,60.0,300.0
1.0,17.0,171.0,74.0,3.0,3.0,2.0,6.0,3.0,2.0,2.0,60.0,180.0
1.0,18.0,177.6,66.4,4.0,3.0,2.0,1.0,3.0,1.0,1.0,60.0,180.0
1.0,18.0,185.3,65.4,1.0,1.0,1.0,5.0,4.0,1.0,1.0,420.0,600.0
1.0,18.0,174.0,56.0,4.0,5.0,4.0,6.0,4.0,2.0,2.0,0.0,0.0
1.0,18.0,180.0,77.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,120.0,300.0
1.0,18.0,170.2,60.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,30.0,0.0
1.0,18.0,159.0,62.0,3.0,5.0,1.0,4.0,3.0,2.0,2.0,20.0,0.0
1.0,17.0,177.0,58.0,5.0,3.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0
1.0,17.0,173.0,59.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,60.0,180.0
1.0,18.0,166.8,63.2,2.0,1.0,2.0,4.0,3.0,2.0,2.0,0.0,0.0
1.0,17.0,187.0,59.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0
1.0,18.0,165.0,61.0,2.0,3.0,2.0,8.0,4.0,2.0,2.0,0.0,60.0
1.0,17.0,181.0,90.0,3.0,3.0,2.0,6.0,3.0,2.0,1.0,180.0,480.0
1.0,17.0,185.0,82.0,3.0,3.0,1.0,6.0,4.0,2.0,2.0,120.0,180.0
1.0,18.0,175.0,72.0,4.0,1.0,2.0,5.0,4.0,2.0,2.0,60.0,180.0
2.0,15.0,157.8,53.0,5.0,3.0,4.0,3.0,4.0,1.0,1.0,60.0,120.0
2.0,15.0,158.0,45.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,120.0,240.0
2.0,16.0,157.5,44.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0
2.0,16.0,155.0,55.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,60.0,0.0
2.0,15.0,162.0,55.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,180.0,0.0
2.0,16.0,165.0,55.0,4.0,3.0,2.0,1.0,5.0,1.0,1.0,420.0,540.0
2.0,16.0,165.0,63.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,180.0,360.0
2.0,16.0,165.4,59.0,4.0,3.0,2.0,5.0,3.0,2.0,1.0,180.0,360.0
2.0,16.0,161.0,60.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,120.0,180.0
2.0,15.0,165.0,55.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,120.0,180.0
2.0,15.0,161.1,53.0,2.0,3.0,3.0,2.0,5.0,1.0,1.0,120.0,0.0
2.0,16.0,163.0,58.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,60.0,0.0
2.0,15.0,162.0,48.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,60.0
2.0,15.0,152.0,46.0,5.0,3.0,2.0,2.0,5.0,2.0,1.0,360.0,360.0
2.0,15.0,151.8,51.2,4.0,2.0,3.0,3.0,3.0,2.0,1.0,180.0,0.0
2.0,16.0,163.0,62.0,4.0,2.0,2.0,1.0,5.0,1.0,1.0,180.0,360.0
2.0,16.0,164.2,61.0,4.0,4.0,3.0,3.0,5.0,2.0,1.0,150.0,480.0
2.0,16.0,164.0,62.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,90.0,180.0
2.0,15.0,153.8,60.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,120.0
2.0,15.0,155.0,56.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,60.0,120.0
2.0,16.0,156.0,50.0,4.0,3.0,2.0,6.0,5.0,1.0,1.0,60.0,60.0
2.0,16.0,161.5,48.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,120.0,240.0
2.0,16.0,168.0,65.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0
2.0,17.0,154.0,45.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,60.0,0.0
2.0,17.0,161.0,74.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,180.0,600.0
2.0,17.0,154.0,47.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,240.0,600.0
2.0,16.0,157.6,47.8,2.0,3.0,3.0,1.0,4.0,1.0,1.0,120.0,120.0
2.0,17.0,155.6,54.3,4.0,4.0,3.0,2.0,4.0,2.0,1.0,30.0,60.0
2.0,16.0,163.0,57.0,2.0,3.0,2.0,6.0,4.0,1.0,1.0,0.0,0.0
2.0,16.0,168.0,75.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0
2.0,17.0,162.0,64.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,90.0,300.0
2.0,16.0,163.5,67.0,3.0,1.0,2.0,5.0,5.0,2.0,1.0,90.0,180.0
2.0,17.0,158.5,57.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,120.0,60.0
2.0,17.0,156.5,47.5,1.0,1.0,1.0,1.0,5.0,1.0,1.0,30.0,120.0
2.0,17.0,163.1,70.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,0.0,0.0
2.0,16.0,162.9,55.6,2.0,3.0,2.0,1.0,5.0,1.0,1.0,60.0,90.0
2.0,16.0,164.7,70.0,3.0,4.0,2.0,2.0,5.0,1.0,1.0,120.0,180.0
2.0,17.0,164.5,65.0,2.0,3.0,4.0,1.0,4.0,2.0,1.0,100.0,0.0
2.0,16.0,162.0,45.0,3.0,3.0,2.0,1.0,5.0,2.0,1.0,120.0,240.0
2.0,16.0,155.7,61.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,90.0,240.0
2.0,17.0,159.9,54.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,360.0,480.0
2.0,18.0,159.0,75.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,390.0,590.0
2.0,18.0,164.7,62.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,120.0,0.0
2.0,17.0,158.0,49.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,60.0,0.0
2.0,17.0,160.0,53.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,120.0,180.0
2.0,18.0,169.8,62.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,180.0,360.0
2.0,17.0,150.0,65.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,60.0,120.0
2.0,17.0,163.6,60.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,60.0,300.0
2.0,17.0,166.0,55.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,60.0,180.0
2.0,18.0,177.0,67.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,60.0,0.0
2.0,17.0,168.0,58.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,30.0,120.0
2.0,17.0,161.2,51.9,3.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0
2.0,17.0,168.0,55.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0
2.0,17.0,157.0,58.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,90.0,0.0
2.0,18.0,153.0,51.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,0.0,60.0
2.0,17.0,159.7,63.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,80.0,0.0
2.0,17.0,163.0,51.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,10.0,0.0
2.0,18.0,170.0,80.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,120.0,120.0
1.0,15.0,171.0,63.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,60.0,120.0
2.0,16.0,170.0,60.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0
2.0,15.0,164.0,55.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,60.0,240.0
1.0,15.0,178.4,60.8,3.0,3.0,2.0,4.0,4.0,1.0,1.0,60.0,120.0
2.0,16.0,162.6,62.3,3.0,3.0,3.0,2.0,4.0,2.0,1.0,0.0,180.0
1.0,15.0,178.8,84.0,3.0,3.0,2.0,2.0,5.0,1.0,2.0,0.0,240.0
1.0,15.0,168.0,56.0,3.0,2.0,1.0,5.0,5.0,2.0,1.0,60.0,180.0
2.0,16.0,164.4,69.0,2.0,3.0,4.0,1.0,5.0,1.0,1.0,180.0,420.0
2.0,16.0,168.8,60.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,180.0,360.0
2.0,16.0,158.6,52.4,3.0,3.0,2.0,1.0,5.0,1.0,1.0,60.0,240.0
1.0,15.0,167.3,51.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,120.0,180.0
2.0,15.0,161.0,59.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,240.0
2.0,16.0,160.5,78.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,60.0,240.0
1.0,16.0,170.0,53.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,30.0,270.0
2.0,16.0,162.0,47.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,120.0
1.0,15.0,175.2,73.0,3.0,5.0,2.0,3.0,3.0,2.0,1.0,0.0,600.0
2.0,16.0,166.0,60.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,30.0,240.0
2.0,15.0,170.1,64.0,5.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,150.0
2.0,16.0,168.0,69.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,60.0,330.0
1.0,15.0,180.0,55.0,3.0,3.0,1.0,6.0,5.0,2.0,2.0,120.0,300.0
2.0,16.0,172.0,46.9,4.0,2.0,4.0,1.0,5.0,2.0,1.0,130.0,280.0
2.0,16.0,156.0,51.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,120.0,60.0
2.0,16.0,166.4,69.1,3.0,3.0,3.0,1.0,4.0,2.0,1.0,90.0,420.0
1.0,15.0,175.7,74.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,60.0,0.0
2.0,16.0,161.0,60.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,30.0,240.0
2.0,17.0,163.2,68.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,40.0,270.0
2.0,16.0,163.5,64.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,120.0,480.0
2.0,16.0,155.0,50.0,4.0,4.0,3.0,1.0,5.0,2.0,2.0,0.0,0.0
2.0,16.0,156.0,44.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,120.0,180.0
2.0,17.0,170.0,56.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,60.0,0.0
2.0,17.0,156.7,56.4,4.0,3.0,3.0,6.0,5.0,2.0,1.0,170.0,330.0
2.0,16.0,159.0,44.0,5.0,3.0,1.0,1.0,4.0,2.0,1.0,300.0,600.0
2.0,17.0,155.0,42.0,3.0,3.0,4.0,1.0,4.0,1.0,1.0,120.0,300.0
2.0,17.0,158.0,65.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,150.0,0.0
2.0,17.0,164.0,64.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,120.0,240.0
2.0,17.0,153.7,42.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,120.0,240.0
2.0,17.0,156.2,56.1,5.0,3.0,3.0,1.0,4.0,1.0,1.0,150.0,510.0
2.0,16.0,164.0,57.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,60.0,120.0
2.0,16.0,161.0,54.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,60.0,180.0
2.0,17.0,162.8,60.0,4.0,3.0,3.0,1.0,5.0,1.0,1.0,60.0,240.0
2.0,17.0,151.0,45.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,20.0,60.0
2.0,17.0,167.0,68.0,2.0,4.0,4.0,1.0,5.0,2.0,1.0,60.0,420.0
2.0,17.0,156.0,54.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,120.0,180.0
2.0,16.0,156.0,52.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,120.0,600.0
2.0,18.0,154.0,50.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,60.0,20.0
2.0,18.0,154.3,50.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,180.0,180.0
1.0,17.0,168.0,65.8,4.0,1.0,2.0,8.0,4.0,2.0,2.0,60.0,60.0
1.0,17.0,181.0,82.0,3.0,2.0,2.0,7.0,3.0,2.0,1.0,50.0,50.0
2.0,18.0,169.0,65.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,30.0,120.0
2.0,17.0,156.5,35.5,2.0,2.0,3.0,1.0,5.0,1.0,1.0,120.0,180.0
1.0,17.0,167.0,68.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,120.0,180.0
1.0,17.0,178.0,79.0,3.0,1.0,3.0,1.0,5.0,2.0,2.0,120.0,240.0
1.0,18.0,171.9,65.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,120.0,360.0
2.0,17.0,162.0,68.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,20.0,90.0
1.0,18.0,172.1,57.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,60.0,240.0
1.0,17.0,175.5,61.8,3.0,3.0,2.0,6.0,4.0,2.0,1.0,240.0,120.0
2.0,18.0,158.0,52.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,30.0,120.0
1.0,18.0,176.5,78.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,120.0,510.0
1.0,17.0,169.0,57.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,60.0,60.0
1.0,17.0,168.0,57.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,20.0,60.0
2.0,18.0,158.1,53.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,20.0,40.0
1.0,17.0,178.5,62.3,5.0,5.0,1.0,4.0,5.0,2.0,1.0,260.0,280.0
1.0,18.0,170.0,61.0,4.0,3.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0
2.0,18.0,154.0,53.0,4.0,5.0,3.0,1.0,4.0,2.0,2.0,240.0,480.0
1.0,18.0,180.6,94.0,4.0,1.0,4.0,3.0,5.0,2.0,1.0,0.0,180.0
1.0,16.0,183.0,95.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,120.0,300.0
1.0,15.0,175.0,65.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,0.0,120.0
1.0,16.0,167.0,55.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0
1.0,16.0,173.0,58.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,120.0
1.0,16.0,175.0,83.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,50.0,280.0
1.0,16.0,173.0,80.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,120.0,180.0
1.0,16.0,186.1,87.0,5.0,3.0,3.0,1.0,3.0,2.0,1.0,60.0,360.0
