성별,연령,키,몸무게학업성적,경제상태,건강인지,운동일수,스트레스인지,피로회복정도,음주경험,흡연경험,주중_인터넷이용시간,주말_인터넷이용시간
1.0,16.0,177.0,91.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,180.0,240.0
1.0,16.0,178.0,60.0,4.0,3.0,2.0,1.0,5.0,2.0,2.0,600.0,600.0
1.0,16.0,189.0,78.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,0.0,120.0
1.0,17.0,181.0,80.0,5.0,4.0,3.0,6.0,4.0,2.0,2.0,180.0,480.0
1.0,16.0,181.0,80.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,180.0,60.0
1.0,16.0,170.0,60.0,1.0,3.0,1.0,8.0,3.0,2.0,2.0,150.0,240.0
1.0,18.0,158.0,42.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,60.0,240.0
1.0,17.0,170.6,60.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0
1.0,18.0,180.0,65.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0
1.0,18.0,172.0,62.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,60.0,120.0
1.0,18.0,163.0,50.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,240.0,480.0
1.0,18.0,173.0,68.0,2.0,3.0,1.0,6.0,4.0,2.0,2.0,0.0,0.0
1.0,18.0,175.0,60.7,2.0,3.0,2.0,6.0,5.0,2.0,2.0,60.0,240.0
1.0,17.0,176.0,68.0,3.0,3.0,1.0,5.0,3.0,2.0,2.0,180.0,300.0
1.0,17.0,176.0,55.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,600.0,600.0
1.0,18.0,170.0,85.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0
1.0,15.0,171.0,67.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,210.0,280.0
1.0,16.0,160.0,54.0,3.0,4.0,2.0,6.0,3.0,1.0,1.0,0.0,60.0
1.0,16.0,177.0,96.0,5.0,3.0,1.0,5.0,4.0,2.0,2.0,60.0,0.0
1.0,15.0,175.0,65.0,2.0,3.0,1.0,8.0,3.0,1.0,1.0,60.0,0.0
1.0,15.0,172.8,84.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,300.0,360.0
1.0,15.0,175.0,78.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,120.0,360.0
1.0,16.0,164.0,55.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0
1.0,15.0,170.0,48.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0
1.0,16.0,171.3,53.5,4.0,4.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0
1.0,15.0,176.5,80.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,120.0,180.0
1.0,15.0,173.0,60.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0
1.0,16.0,178.0,51.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,50.0,310.0
2.0,16.0,155.6,52.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,60.0,120.0
2.0,16.0,161.3,45.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,600.0,600.0
1.0,15.0,178.0,59.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,180.0,180.0
1.0,17.0,166.0,54.0,5.0,3.0,1.0,1.0,4.0,2.0,2.0,60.0,380.0
1.0,15.0,172.5,90.0,3.0,5.0,2.0,1.0,4.0,2.0,2.0,600.0,600.0
2.0,15.0,161.0,50.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,360.0,540.0
1.0,15.0,167.3,46.0,4.0,3.0,3.0,5.0,3.0,1.0,1.0,180.0,190.0
2.0,16.0,158.7,47.3,3.0,2.0,3.0,3.0,4.0,2.0,1.0,120.0,0.0
1.0,17.0,167.3,67.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,10.0,30.0
1.0,16.0,177.0,73.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,60.0,120.0
1.0,17.0,168.0,75.0,2.0,3.0,2.0,7.0,3.0,1.0,1.0,0.0,0.0
1.0,16.0,163.0,55.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0
1.0,16.0,171.0,46.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,170.0,0.0
1.0,17.0,176.2,68.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,120.0,300.0
1.0,16.0,170.0,55.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,60.0,180.0
1.0,16.0,179.5,61.8,3.0,2.0,2.0,6.0,3.0,1.0,1.0,0.0,120.0
2.0,17.0,162.0,52.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,30.0,30.0
1.0,16.0,179.5,65.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,360.0,240.0
1.0,16.0,181.0,76.5,4.0,1.0,1.0,3.0,2.0,2.0,1.0,120.0,120.0
1.0,16.0,170.0,60.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,180.0,360.0
1.0,16.0,164.0,55.5,5.0,3.0,3.0,1.0,4.0,2.0,2.0,420.0,420.0
1.0,18.0,176.0,95.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,120.0,480.0
1.0,17.0,181.0,67.0,4.0,4.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0
1.0,16.0,165.0,50.0,3.0,3.0,2.0,6.0,4.0,2.0,2.0,180.0,420.0
1.0,16.0,168.0,55.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,60.0,0.0
1.0,16.0,175.0,75.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0
1.0,17.0,174.3,58.0,2.0,3.0,4.0,8.0,3.0,1.0,1.0,30.0,30.0
1.0,17.0,172.0,59.0,4.0,3.0,3.0,5.0,4.0,2.0,1.0,60.0,120.0
1.0,17.0,168.0,93.0,3.0,3.0,2.0,8.0,3.0,1.0,1.0,0.0,240.0
1.0,17.0,178.0,89.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,60.0,240.0
1.0,17.0,174.8,77.3,4.0,3.0,2.0,4.0,3.0,2.0,2.0,180.0,240.0
1.0,18.0,177.9,74.0,1.0,1.0,4.0,8.0,2.0,2.0,1.0,190.0,370.0
2.0,18.0,168.0,50.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,240.0,0.0
1.0,18.0,170.0,72.0,5.0,3.0,1.0,5.0,3.0,2.0,2.0,30.0,60.0
1.0,17.0,172.3,56.4,4.0,4.0,5.0,3.0,5.0,2.0,2.0,180.0,0.0
1.0,18.0,176.0,80.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,0.0,360.0
1.0,18.0,175.0,84.0,4.0,3.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0
1.0,18.0,176.0,57.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0
1.0,17.0,173.0,71.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0
1.0,18.0,183.0,65.0,2.0,1.0,3.0,1.0,5.0,1.0,2.0,0.0,0.0
1.0,18.0,175.0,75.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0
1.0,17.0,184.0,100.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,180.0,180.0
1.0,17.0,173.8,58.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,120.0,120.0
1.0,17.0,178.5,65.0,2.0,3.0,2.0,6.0,3.0,2.0,1.0,120.0,240.0
1.0,17.0,170.0,74.0,3.0,3.0,1.0,5.0,4.0,2.0,1.0,180.0,300.0
2.0,17.0,169.0,68.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0
2.0,17.0,166.0,50.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0
1.0,17.0,174.0,71.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,120.0,180.0
1.0,18.0,177.7,77.7,1.0,3.0,1.0,6.0,3.0,1.0,1.0,60.0,180.0
1.0,17.0,173.2,75.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,300.0
1.0,17.0,174.0,55.0,2.0,2.0,2.0,8.0,4.0,1.0,1.0,60.0,0.0
1.0,18.0,173.0,61.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0
1.0,17.0,181.0,70.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,70.0,0.0
1.0,18.0,185.0,85.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0
1.0,18.0,180.0,65.0,3.0,3.0,2.0,6.0,3.0,2.0,2.0,60.0,60.0
2.0,17.0,158.0,53.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0
1.0,18.0,170.0,58.0,5.0,4.0,3.0,1.0,3.0,2.0,2.0,120.0,360.0
2.0,15.0,161.0,46.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,360.0,420.0
2.0,15.0,153.0,50.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0
2.0,16.0,163.6,65.0,5.0,3.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0
2.0,16.0,156.4,59.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,0.0,0.0
2.0,15.0,154.0,46.0,3.0,3.0,3.0,6.0,4.0,2.0,1.0,120.0,180.0
2.0,16.0,151.0,56.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,360.0,0.0
2.0,15.0,159.8,71.5,3.0,3.0,2.0,8.0,3.0,1.0,1.0,0.0,0.0
2.0,15.0,165.0,58.0,4.0,4.0,1.0,7.0,3.0,2.0,1.0,0.0,0.0
2.0,15.0,161.1,48.3,1.0,2.0,1.0,8.0,3.0,1.0,1.0,180.0,180.0
2.0,16.0,163.5,65.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,600.0,600.0
2.0,16.0,170.0,62.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,120.0,180.0
2.0,16.0,147.0,35.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0
2.0,17.0,155.6,61.0,1.0,1.0,3.0,6.0,5.0,2.0,1.0,100.0,0.0
2.0,17.0,153.0,45.0,5.0,2.0,4.0,4.0,4.0,2.0,1.0,420.0,600.0
2.0,16.0,164.0,65.0,5.0,5.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0
2.0,17.0,153.0,42.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,180.0,120.0
2.0,16.0,160.2,50.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,0.0,0.0
2.0,16.0,167.8,68.3,3.0,4.0,4.0,8.0,5.0,2.0,1.0,0.0,0.0
2.0,16.0,146.0,38.0,3.0,3.0,2.0,5.0,4.0,2.0,1.0,60.0,0.0
2.0,17.0,173.0,78.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,90.0,240.0
2.0,16.0,170.0,80.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,300.0,600.0
2.0,16.0,158.0,58.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,0.0,120.0
2.0,16.0,167.8,49.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,180.0,300.0
2.0,17.0,153.0,65.0,5.0,5.0,2.0,2.0,5.0,2.0,1.0,30.0,20.0
2.0,16.0,161.2,48.7,1.0,4.0,2.0,3.0,1.0,1.0,1.0,60.0,250.0
2.0,16.0,168.0,52.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,0.0,120.0
2.0,16.0,173.0,74.0,5.0,3.0,3.0,7.0,5.0,1.0,1.0,0.0,0.0
2.0,17.0,150.0,46.0,5.0,4.0,1.0,8.0,3.0,1.0,1.0,300.0,300.0
2.0,16.0,165.0,65.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,0.0,0.0
2.0,17.0,164.7,62.2,2.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,40.0
2.0,17.0,161.0,72.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,240.0,600.0
2.0,17.0,161.0,53.0,3.0,3.0,3.0,6.0,5.0,2.0,1.0,300.0,360.0
2.0,17.0,170.0,54.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,600.0,600.0
2.0,17.0,165.0,51.7,3.0,3.0,3.0,1.0,3.0,2.0,1.0,120.0,0.0
2.0,18.0,164.0,78.0,4.0,2.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0
2.0,18.0,165.4,54.6,3.0,3.0,3.0,3.0,4.0,1.0,1.0,240.0,180.0
2.0,17.0,151.0,49.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,30.0,0.0
2.0,17.0,165.5,62.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,240.0,480.0
2.0,18.0,156.9,63.0,5.0,4.0,3.0,1.0,4.0,2.0,1.0,180.0,360.0
2.0,17.0,168.0,54.0,3.0,3.0,2.0,5.0,4.0,2.0,1.0,180.0,480.0
2.0,17.0,168.0,78.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,120.0,0.0
2.0,17.0,152.0,49.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0
2.0,18.0,168.8,65.8,1.0,4.0,3.0,1.0,4.0,2.0,1.0,0.0,180.0
2.0,18.0,169.0,52.0,3.0,4.0,2.0,3.0,4.0,2.0,1.0,0.0,0.0
2.0,17.0,158.8,39.8,3.0,4.0,4.0,3.0,3.0,2.0,2.0,60.0,0.0
2.0,17.0,158.1,61.1,4.0,5.0,4.0,2.0,3.0,2.0,2.0,180.0,0.0
2.0,18.0,168.0,78.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,0.0,90.0
2.0,17.0,155.5,63.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0
2.0,18.0,162.2,58.5,2.0,4.0,2.0,5.0,4.0,2.0,1.0,180.0,240.0
2.0,17.0,155.0,73.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,420.0,0.0
2.0,15.0,158.7,53.2,2.0,4.0,2.0,8.0,4.0,1.0,1.0,60.0,240.0
2.0,16.0,164.0,65.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,60.0,60.0
2.0,16.0,162.0,54.6,1.0,3.0,4.0,2.0,5.0,2.0,1.0,0.0,180.0
2.0,15.0,170.0,70.0,2.0,3.0,2.0,8.0,3.0,1.0,1.0,40.0,190.0
2.0,15.0,161.0,58.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,180.0,300.0
2.0,16.0,168.0,58.0,3.0,2.0,4.0,1.0,5.0,2.0,1.0,0.0,0.0
2.0,15.0,157.0,64.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,250.0
1.0,15.0,173.3,58.5,3.0,3.0,2.0,6.0,3.0,1.0,1.0,120.0,180.0
1.0,16.0,170.3,72.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0,0.0,0.0
1.0,16.0,173.4,67.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0
1.0,15.0,176.0,88.0,3.0,2.0,1.0,8.0,3.0,1.0,1.0,90.0,320.0
2.0,15.0,153.0,48.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,60.0,60.0
2.0,15.0,159.0,63.0,3.0,3.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0
2.0,16.0,160.0,66.8,3.0,4.0,2.0,4.0,5.0,2.0,1.0,60.0,0.0
1.0,15.0,167.0,50.0,5.0,3.0,2.0,6.0,3.0,1.0,1.0,120.0,180.0
1.0,15.0,175.0,83.0,2.0,2.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0
2.0,16.0,164.2,67.0,3.0,4.0,2.0,6.0,4.0,1.0,1.0,420.0,600.0
2.0,16.0,158.0,60.0,5.0,3.0,2.0,6.0,5.0,2.0,1.0,180.0,600.0
2.0,16.0,161.0,61.0,5.0,5.0,1.0,5.0,4.0,2.0,1.0,0.0,0.0
2.0,16.0,161.0,56.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,180.0
2.0,16.0,167.0,53.0,5.0,2.0,2.0,3.0,4.0,2.0,1.0,60.0,120.0
1.0,15.0,175.0,58.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,60.0,240.0
1.0,15.0,179.0,69.0,3.0,2.0,1.0,8.0,4.0,2.0,1.0,0.0,0.0
2.0,15.0,159.0,52.0,3.0,3.0,2.0,6.0,4.0,1.0,1.0,150.0,300.0
1.0,16.0,172.8,63.0,1.0,2.0,1.0,8.0,2.0,2.0,1.0,180.0,300.0
1.0,15.0,173.0,68.0,5.0,4.0,2.0,7.0,4.0,2.0,2.0,20.0,0.0
1.0,17.0,169.0,53.0,3.0,3.0,4.0,7.0,5.0,2.0,2.0,60.0,240.0
2.0,17.0,160.0,52.5,5.0,2.0,3.0,3.0,4.0,2.0,1.0,0.0,310.0
1.0,17.0,169.0,48.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,300.0,480.0
1.0,16.0,183.0,85.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0
1.0,16.0,175.5,77.5,4.0,3.0,4.0,5.0,5.0,1.0,1.0,180.0,600.0
1.0,17.0,188.0,63.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,60.0,0.0
1.0,16.0,173.0,81.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,30.0,0.0
2.0,17.0,152.0,47.0,3.0,3.0,1.0,8.0,3.0,1.0,1.0,120.0,240.0
1.0,16.0,171.0,52.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,180.0
1.0,17.0,169.0,55.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,240.0,300.0
2.0,16.0,178.0,60.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,480.0,360.0
1.0,16.0,173.0,52.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,20.0,0.0
1.0,17.0,173.0,74.0,4.0,1.0,4.0,2.0,5.0,2.0,2.0,120.0,0.0
2.0,16.0,161.0,51.9,5.0,3.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0
1.0,16.0,173.2,48.3,4.0,4.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0
1.0,16.0,170.0,55.0,1.0,3.0,3.0,1.0,5.0,2.0,1.0,40.0,390.0
1.0,16.0,172.0,58.0,4.0,3.0,3.0,4.0,5.0,1.0,2.0,240.0,300.0
1.0,17.0,178.0,57.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,60.0,60.0
1.0,16.0,163.5,57.0,3.0,3.0,1.0,6.0,3.0,2.0,1.0,30.0,0.0
2.0,17.0,159.8,44.7,2.0,3.0,3.0,4.0,5.0,2.0,1.0,180.0,180.0
2.0,17.0,156.0,54.0,5.0,4.0,3.0,5.0,2.0,2.0,1.0,60.0,0.0
1.0,17.0,175.0,64.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,0.0,120.0
1.0,18.0,177.0,64.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0
1.0,18.0,176.0,62.0,2.0,3.0,3.0,2.0,5.0,1.0,1.0,60.0,120.0
1.0,17.0,185.0,80.0,4.0,2.0,1.0,8.0,4.0,2.0,2.0,180.0,0.0
2.0,17.0,168.0,64.0,3.0,2.0,3.0,3.0,5.0,2.0,1.0,60.0,0.0
2.0,18.0,151.7,52.9,3.0,3.0,1.0,8.0,4.0,2.0,1.0,0.0,300.0
2.0,17.0,169.0,70.5,4.0,5.0,2.0,2.0,4.0,2.0,1.0,90.0,0.0
2.0,17.0,162.0,55.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,120.0,120.0
2.0,18.0,166.8,52.0,4.0,3.0,2.0,1.0,5.0,2.0,1.0,180.0,300.0
2.0,17.0,163.4,53.4,3.0,1.0,1.0,3.0,2.0,1.0,1.0,120.0,120.0
2.0,17.0,160.0,49.0,5.0,3.0,1.0,5.0,5.0,2.0,1.0,120.0,0.0
2.0,18.0,165.0,63.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,300.0,540.0
2.0,18.0,164.2,54.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,180.0,300.0
2.0,18.0,160.0,43.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0
2.0,17.0,154.0,49.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,20.0,50.0
1.0,18.0,170.0,89.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,90.0,90.0
2.0,17.0,156.0,48.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0
1.0,18.0,170.2,68.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0
1.0,16.0,174.0,52.0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,120.0,240.0
1.0,15.0,172.0,63.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0
1.0,16.0,165.0,71.0,2.0,3.0,1.0,5.0,4.0,1.0,1.0,120.0,300.0
1.0,15.0,178.0,80.0,4.0,4.0,3.0,5.0,5.0,2.0,1.0,240.0,480.0
1.0,16.0,173.0,87.0,2.0,2.0,1.0,6.0,3.0,1.0,1.0,180.0,240.0
1.0,15.0,175.3,60.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,240.0,0.0
1.0,16.0,180.0,97.0,2.0,5.0,3.0,3.0,5.0,2.0,1.0,120.0,210.0
1.0,15.0,167.0,85.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0
1.0,15.0,171.0,70.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0
1.0,15.0,170.0,67.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0
1.0,15.0,165.0,80.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0
1.0,16.0,178.0,102.0,3.0,1.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0
1.0,15.0,173.4,93.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,120.0,240.0
1.0,15.0,167.0,63.0,5.0,3.0,4.0,5.0,5.0,2.0,1.0,120.0,300.0
1.0,15.0,164.1,70.2,4.0,3.0,1.0,3.0,4.0,2.0,2.0,300.0,240.0
1.0,16.0,168.0,58.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,120.0,0.0
1.0,16.0,172.0,48.0,5.0,1.0,1.0,8.0,2.0,1.0,1.0,0.0,0.0
1.0,17.0,167.0,72.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,0.0,600.0
1.0,16.0,176.0,96.0,3.0,5.0,3.0,6.0,1.0,2.0,2.0,120.0,180.0
1.0,17.0,170.0,55.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0
1.0,16.0,181.0,69.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0
1.0,16.0,171.0,74.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,60.0,120.0
1.0,17.0,181.0,80.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0
1.0,16.0,171.0,87.0,5.0,4.0,2.0,4.0,3.0,2.0,2.0,120.0,240.0
1.0,17.0,165.0,62.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,60.0,60.0
1.0,17.0,177.8,73.0,5.0,1.0,1.0,7.0,3.0,2.0,1.0,0.0,0.0
1.0,17.0,185.0,77.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0
1.0,17.0,166.0,67.0,4.0,3.0,1.0,1.0,5.0,2.0,2.0,120.0,480.0
1.0,16.0,173.0,65.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0
1.0,16.0,179.0,100.0,5.0,3.0,2.0,3.0,3.0,1.0,1.0,60.0,120.0
1.0,17.0,169.0,55.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,120.0,120.0
1.0,17.0,174.0,66.0,4.0,3.0,1.0,6.0,2.0,1.0,1.0,0.0,0.0
1.0,17.0,169.9,80.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,300.0,600.0
1.0,17.0,172.0,75.0,1.0,4.0,2.0,8.0,5.0,2.0,2.0,0.0,180.0
1.0,17.0,166.0,57.0,2.0,3.0,2.0,6.0,3.0,2.0,1.0,0.0,240.0
1.0,16.0,165.0,50.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,120.0,120.0
1.0,18.0,170.0,64.0,1.0,3.0,1.0,6.0,4.0,1.0,1.0,0.0,180.0
1.0,17.0,167.0,56.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,180.0,480.0
1.0,17.0,176.0,76.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1.0,18.0,173.0,65.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,270.0,340.0
1.0,17.0,160.0,71.0,2.0,4.0,2.0,5.0,3.0,2.0,1.0,0.0,0.0
1.0,18.0,167.5,80.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0
1.0,18.0,190.0,50.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,0.0,0.0
1.0,17.0,172.1,65.5,3.0,2.0,3.0,1.0,5.0,2.0,1.0,600.0,600.0
1.0,17.0,174.5,70.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,180.0,240.0
1.0,17.0,183.8,73.5,2.0,2.0,2.0,3.0,3.0,2.0,1.0,180.0,120.0
1.0,17.0,185.0,64.0,4.0,3.0,2.0,8.0,4.0,2.0,2.0,120.0,480.0
1.0,18.0,179.4,97.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,60.0,60.0
1.0,18.0,164.8,89.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,180.0,420.0
1.0,18.0,179.0,77.0,2.0,3.0,2.0,8.0,4.0,2.0,1.0,60.0,60.0
1.0,17.0,180.6,68.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,300.0,480.0
1.0,18.0,182.0,97.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,300.0
1.0,18.0,163.0,71.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,180.0,420.0
1.0,17.0,178.0,74.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,360.0
1.0,18.0,173.0,72.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,300.0,60.0
1.0,18.0,184.0,78.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,600.0,600.0
1.0,17.0,168.0,89.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,120.0,240.0
2.0,15.0,167.8,58.0,2.0,3.0,3.0,2.0,5.0,1.0,1.0,60.0,30.0
2.0,15.0,164.0,52.0,4.0,3.0,2.0,6.0,3.0,2.0,1.0,180.0,300.0
2.0,16.0,168.0,57.0,4.0,3.0,2.0,8.0,5.0,1.0,1.0,0.0,0.0
2.0,16.0,159.2,57.4,3.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,120.0
2.0,16.0,169.5,72.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,600.0,600.0
2.0,16.0,153.0,50.0,2.0,2.0,4.0,8.0,5.0,1.0,1.0,120.0,180.0
2.0,16.0,173.6,79.3,2.0,3.0,3.0,2.0,5.0,1.0,1.0,60.0,60.0
2.0,16.0,153.0,49.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,120.0
2.0,15.0,163.0,53.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,180.0,540.0
2.0,16.0,173.8,67.3,2.0,2.0,2.0,4.0,3.0,2.0,1.0,120.0,240.0
